Rk,Player,Age,Team,Pos,G,GS,MP▼,FG,Dist.,2P,0-3,3-10,10-16,16-3P,3P,0-3,3-10,10-16,16-3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
433,Théo Maledon,22,2TM,PG,17,1,213,20,10.2,0.571,0.214,0.229,0.086,0.043,0.429,0.533,0.313,0.333,0,0.6,1,0,0,0.233,0.286,2,0,70,0.286,5,30,0.167,15,40,0.375,0.321,14,15,0.933,4,20,24,28,7,0,18,21,59,0,,maledth01
434,Charles Bassey,23,SAS,C,19,0,205,29,5,0.975,0.65,0.1,0.2,0.025,0.025,0.846,0.75,0.5,0,0.793,,0.25,10,0,,0,0,40,0.725,0,1,0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63,0,,bassech01
435,Taj Gibson,38,2TM,PF,20,1,204,15,10.8,0.73,0.351,0.216,0.081,0.081,0.27,0.462,0.25,1,0.667,0.615,1,0.054,1,0.8,0.125,0,0,37,0.405,2,10,0.2,13,27,0.481,0.432,2,2,1,12,25,37,11,3,7,5,31,34,0,,gibsota01
436,Moses Brown,24,POR,C,22,5,200,33,3.3,1,0.492,0.462,0.031,0.015,0,0.656,0.4,0,0,0.697,,0.262,15,,,0,0,65,0.508,0,0,,33,65,0.508,0.508,9,31,0.29,37,49,86,7,5,7,11,27,75,0,,brownmo01
437,Kenneth Lofton Jr.,21,3TM,PF,21,0,199,36,13.2,0.692,0.192,0.256,0.128,0.115,0.308,0.8,0.5,0.3,0.444,0.517,1,0.051,4,0.167,0.25,0,0,78,0.462,7,24,0.292,29,54,0.537,0.506,17,26,0.654,12,26,38,33,6,5,14,24,96,0,,loftoke01
438,Kobe Bufkin,20,ATL,SG,17,0,196,34,17.5,0.565,0.098,0.141,0.163,0.163,0.435,0.556,0.462,0.467,0.467,0.32,0.667,0,0,0.25,0.1,0,0,92,0.37,9,40,0.225,25,52,0.481,0.418,4,8,0.5,6,27,33,27,7,5,10,20,81,0,,bufkiko01
439,Gui Santos,21,GSW,PF,23,0,192,28,12.1,0.69,0.183,0.338,0.155,0.014,0.31,0.462,0.583,0.455,1,0.538,1,0.014,1,0.364,0.125,0,0,55,0.509,10,27,0.37,18,28,0.643,0.6,16,17,0.941,17,32,49,14,4,2,7,23,82,0,,santogu01
440,Colby Jones,21,SAC,SG,30,0,192,28,13.9,0.509,0.345,0.164,0,0,0.491,0.737,0.444,,,0.667,0.9,0.036,2,0.296,0.5,0,0,71,0.394,2,22,0.091,26,49,0.531,0.408,6,11,0.545,17,23,40,20,7,5,10,29,64,0,,jonesco02
441,Terry Taylor,24,CHI,PF,31,0,188,20,7.5,0.769,0.564,0.179,0.026,0,0.231,0.636,0.571,0,,0.667,1,0.051,1,0.778,0.286,0,0,39,0.513,2,9,0.222,18,30,0.6,0.538,4,5,0.8,17,20,37,10,5,2,7,17,46,0,,taylote01
442,Micah Potter,25,UTA,PF,16,0,186,19,14.4,0.475,0.2,0.275,0,0,0.525,0.625,0.455,,,0.6,1,0.075,3,0.667,0.571,0,0,40,0.475,9,21,0.429,10,19,0.526,0.588,6,8,0.75,10,33,43,6,4,6,5,14,53,0,,pottemi01
443,Saben Lee,24,PHO,PG,24,0,185,20,9.6,0.709,0.382,0.309,0,0.018,0.291,0.571,0.353,,0,0.5,1,0.109,4,0.625,0.1,0,0,55,0.364,2,16,0.125,18,39,0.462,0.382,29,39,0.744,9,22,31,30,7,3,8,13,71,0,,leesa01
444,Otto Porter Jr.,30,TOR,SF,15,1,174,14,18.9,0.303,0.182,0.03,0.091,0,0.697,0.5,1,0.667,,1,0.875,0.03,0,0.391,0.444,0,0,33,0.424,8,23,0.348,6,10,0.6,0.545,3,3,1,6,23,29,8,5,5,2,19,39,0,,porteot01
445,AJ Griffin,20,ATL,SF,20,0,171,18,19.5,0.371,0.048,0.194,0.065,0.065,0.629,0.667,0.25,0.5,0.25,0.75,0.8,0.016,1,0.205,0.25,0,0,62,0.29,10,39,0.256,8,23,0.348,0.371,2,2,1,2,16,18,5,1,2,8,6,48,0,,griffaj01
446,Joe Harris,32,DET,SG,16,0,170,14,20.3,0.231,0.103,0.128,0,0,0.769,0.5,0.4,,,1,1,0,0,0.467,0.5,0,0,39,0.359,10,30,0.333,4,9,0.444,0.487,1,2,0.5,3,10,13,10,3,2,4,19,39,0,,harrijo01
447,Trevelin Queen,26,ORL,SG,14,0,165,14,14,0.553,0.237,0.211,0.053,0.053,0.447,0.778,0.375,0,0.5,0.727,0.667,0.132,5,0.353,0.167,0,0,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,17,20,18,7,5,7,15,40,0,,queentr01
448,Zavier Simpson,26,MEM,PG,7,0,161,17,13.4,0.685,0.167,0.333,0.093,0.093,0.315,0.667,0.222,0,0.4,0.25,0.8,0.019,0,0.118,0,0,0,54,0.315,5,17,0.294,12,37,0.324,0.361,3,4,0.75,4,16,20,25,7,3,10,11,42,0,,simpsza01
449,Thanasis Antetokounmpo,31,MIL,PF,34,0,155,16,3.7,0.967,0.767,0.167,0,0.033,0.033,0.609,0.4,,0,0.75,,0.333,7,1,0,0,0,30,0.533,0,1,0,16,29,0.552,0.533,0,2,0,7,6,13,17,7,4,14,24,32,0,,antetth01
450,Tristan Vukcevic,20,WAS,C,10,4,153,29,16.8,0.463,0.209,0.164,0.06,0.03,0.537,0.929,0.364,0.5,0,0.842,0.9,0.06,3,0.083,0,0,0,67,0.433,10,36,0.278,19,31,0.613,0.507,17,22,0.773,6,30,36,13,5,7,10,28,85,0,,vukcetr01
451,Darius Bazley,23,2TM,PF,9,0,152,18,5.5,0.733,0.333,0.333,0.067,0,0.267,0.9,0.6,0.5,,0.5,1,0.233,6,0.625,0.4,0,0,30,0.6,2,8,0.25,16,22,0.727,0.633,10,12,0.833,8,20,28,7,6,7,8,3,48,0,,bazleda01
452,DeJon Jarreau,26,MEM,SG,9,0,150,17,12.5,0.74,0.26,0.28,0.1,0.1,0.26,0.538,0.286,0.4,0,0.077,1,0.04,2,0.154,0,0,0,50,0.34,4,13,0.308,13,37,0.351,0.38,5,11,0.455,8,36,44,26,6,2,9,14,43,0,,jarrede01
453,Jules Bernard,24,WAS,SG,19,0,149,29,14,0.547,0.328,0.172,0.031,0.016,0.453,0.571,0.455,0.5,0,0.278,0.909,0.016,1,0.172,0.6,0,0,64,0.453,11,29,0.379,18,35,0.514,0.539,5,9,0.556,10,16,26,16,3,1,8,14,74,0,,bernaju01
454,Jeff Dowtin,26,PHI,PG,12,0,142,20,15.5,0.472,0.306,0.083,0.083,0,0.528,0.818,0,0.667,,0.455,0.556,0.028,1,0.105,0.5,0,0,36,0.556,9,19,0.474,11,17,0.647,0.681,3,4,0.75,3,17,20,27,7,1,5,1,52,0,,dowtije01
455,Sidy Cissoko,19,SAS,SF,12,0,141,16,10.4,0.636,0.424,0.212,0,0,0.364,0.857,0.429,,,0.8,1,0.333,10,0.5,0.167,0,0,33,0.485,1,12,0.083,15,21,0.714,0.5,12,15,0.8,8,14,22,10,7,3,3,18,45,0,,cissosi01
456,Brandon Clarke,27,MEM,PF,6,1,134,33,9.2,0.898,0.254,0.373,0.186,0.085,0.102,0.6,0.682,0.545,0.4,0.781,1,0.034,2,0.667,0.25,0,0,59,0.559,1,6,0.167,32,53,0.604,0.568,1,7,0.143,13,19,32,9,5,6,3,8,68,0,,clarkbr01
457,Emoni Bates,20,CLE,SF,15,0,133,15,20.5,0.327,0.143,0.041,0.041,0.102,0.673,0.286,0,0.5,0.4,0.2,1,0.02,0,0.182,0.5,0,0,49,0.306,10,33,0.303,5,16,0.313,0.408,1,4,0.25,1,13,14,10,1,2,8,5,41,0,,batesem01
458,Dru Smith,26,MIA,SG,9,0,131,15,15.4,0.485,0.273,0.121,0.061,0.03,0.515,0.667,0.5,0,0,0.5,0.857,0,0,0.235,0.75,0,0,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1,6,8,14,14,9,3,5,12,39,0,,smithdr01
459,Jeenathan Williams,24,HOU,SG,22,0,129,27,5.9,0.9,0.46,0.38,0.04,0.02,0.1,0.826,0.316,0,0,0.4,1,0.1,5,0.8,0.25,0,0,50,0.54,2,5,0.4,25,45,0.556,0.56,7,13,0.538,12,11,23,7,4,1,4,10,63,0,,willije02
460,T.J. Warren,30,MIN,SF,11,0,125,18,13.5,0.683,0.171,0.171,0.244,0.098,0.317,1,0.429,0.3,0.75,0.813,1,0,0,0.308,0.25,0,0,41,0.439,2,13,0.154,16,28,0.571,0.463,3,4,0.75,5,17,22,9,4,1,4,11,41,0,,warretj01
461,Timmy Allen,24,MEM,SF,5,0,125,6,14.6,0.696,0.13,0.174,0.261,0.13,0.304,0.333,0.5,0.333,0.333,0.333,,0,0,0.714,0,0,0,23,0.261,0,7,0,6,16,0.375,0.261,1,2,0.5,4,13,17,5,4,0,2,18,13,0,,allenti01
462,Luka Garza,25,MIN,C,25,0,122,36,22.6,0.286,0.029,0.057,0.086,0.114,0.714,1,0.5,0.333,0.75,0.5,0.778,0,0,0.04,0,1,0,75,0.48,9,32,0.281,27,43,0.628,0.54,18,25,0.72,19,12,31,4,4,1,6,24,99,0,,garzalu01
463,Mãozinha Pereira,23,MEM,SF,7,1,122,18,13.6,0.573,0.187,0.347,0.04,0,0.427,0.714,0.538,1,,0.556,1,0.027,2,0.031,0,0,0,35,0.514,5,13,0.385,13,22,0.591,0.586,7,10,0.7,11,26,37,2,6,4,5,10,48,0,,pereima01
464,Jalen Pickett,24,DEN,SG,27,0,122,15,11.7,0.629,0.4,0.229,0,0,0.371,0.714,0.375,,,0.692,1,0.314,9,0.462,0.5,1,0,35,0.429,9,25,0.36,6,10,0.6,0.557,3,4,0.75,1,13,14,21,4,0,9,13,42,0,,pickeja02
465,Jahmi'us Ramsey,22,TOR,SG,7,1,121,18,15.9,0.463,0.293,0.073,0.073,0.024,0.537,0.75,0,0.667,1,0.583,1,0.098,4,0.273,0.333,0,0,41,0.439,6,22,0.273,12,19,0.632,0.512,5,6,0.833,4,18,22,8,7,0,7,10,47,0,,ramseja01
466,Marques Bolden,25,2TM,C,11,2,121,17,5.4,0.96,0.44,0.32,0.2,0,0.04,0.818,0.875,0.2,,0.824,,0.2,5,0,,0,0,25,0.68,0,1,0,17,24,0.708,0.68,3,4,0.75,10,24,34,4,3,7,3,10,37,0,,boldema01
467,Mouhamadou Gueye,25,TOR,PF,11,0,120,11,6,0.921,0.395,0.474,0.026,0.026,0.079,0.467,0.222,0,0,0.727,,0.211,6,0,,0,0,38,0.289,0,3,0,11,35,0.314,0.289,4,9,0.444,12,11,23,5,3,18,12,15,26,0,,gueyemo01
468,Robert Williams,26,POR,C,6,0,119,17,16.2,0.63,0.065,0.217,0.217,0.13,0.37,0,0.4,0.6,0.5,0.308,0.5,0,0,0.059,0,0,0,26,0.654,0,0,,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,0,,williro04
469,Xavier Moon,29,LAC,SG,14,1,119,15,5.8,1,0.5,0.269,0.038,0.192,0,0.769,0.429,1,0.6,0.529,,0.269,5,,,0,0,46,0.326,2,17,0.118,13,29,0.448,0.348,1,2,0.5,8,10,18,21,3,3,5,8,33,0,,moonxa01
470,Brandon Williams,24,DAL,PG,17,0,113,20,12.2,0.722,0.259,0.259,0.093,0.111,0.278,0.571,0.286,0.4,0.5,0.353,0.667,0.037,1,0.133,0,0,0,54,0.37,3,15,0.2,17,39,0.436,0.398,11,17,0.647,4,9,13,17,1,1,7,4,54,0,,willibr03
471,Udoka Azubuike,24,PHO,C,16,0,113,16,2.7,1,0.696,0.261,0.043,0,0,0.813,0.5,0,,0.563,,0.522,10,,,0,0,23,0.696,0,0,,16,23,0.696,0.696,3,13,0.231,11,21,32,3,1,6,4,17,35,0,,azubuud01
472,Matthew Hurt,23,MEM,PF,8,0,113,12,19.5,0.412,0.088,0.118,0.029,0.176,0.588,0.667,0.5,0,0.5,0.571,1,0,0,0.25,0.4,0,0,34,0.353,5,20,0.25,7,14,0.5,0.426,3,3,1,9,7,16,4,3,3,2,8,32,0,,hurtma01
473,Jalen Hood-Schifino,20,LAL,SG,21,0,109,10,16.1,0.667,0.111,0.222,0.089,0.244,0.333,0.6,0.1,0.25,0.273,0.625,1,0.022,1,0.067,0,0,0,45,0.222,2,15,0.133,8,30,0.267,0.244,12,20,0.6,2,11,13,8,3,2,9,13,34,0,,hoodsja01
474,Dylan Windler,27,3TM,SF,17,0,108,15,23.8,0.1,0.067,0,0.033,0,0.9,1,,0,,1,0.846,0,0,0.37,0.4,0,0,30,0.5,13,27,0.481,2,3,0.667,0.717,0,0,,3,13,16,10,2,0,2,6,43,0,,windldy01
475,Malik Williams,25,TOR,C,7,2,107,9,7.4,0.853,0.471,0.235,0.118,0.029,0.147,0.375,0.25,0,0,0.5,1,0.118,2,0.2,0,0,0,34,0.265,1,5,0.2,8,29,0.276,0.279,0,2,0,15,23,38,2,3,4,3,15,19,0,,willima11
476,Armoni Brooks,25,BRK,PG,10,0,104,15,20,0.304,0.109,0.152,0.022,0.022,0.696,0,0.571,0,0,0.75,0.909,0,0,0.063,0,0,0,46,0.326,11,32,0.344,4,14,0.286,0.446,1,2,0.5,7,11,18,5,1,1,3,3,42,0,,brookar01
477,Maxwell Lewis,21,LAL,SF,34,0,103,4,14.3,0.571,0.238,0.19,0.048,0.095,0.429,0.2,0.25,0,0.5,0.333,1,0.048,0,0,,0,0,21,0.19,1,9,0.111,3,12,0.25,0.214,2,3,0.667,2,2,4,6,2,1,10,5,11,0,,lewisma05
478,Harry Giles,25,2TM,C,23,0,100,23,12.5,0.72,0.36,0.26,0.06,0.04,0.28,0.667,0.462,0.333,0.5,0.7,1,0.12,5,0.357,0.2,0,0,50,0.46,3,14,0.214,20,36,0.556,0.49,7,13,0.538,12,18,30,6,2,3,6,15,56,0,,gilesha01
479,Olivier Sarr,24,OKC,C,15,0,98,11,8.9,0.684,0.579,0.105,0,0,0.316,0.818,0,,,0.889,1,0.263,5,0.5,0.667,0,0,19,0.579,2,6,0.333,9,13,0.692,0.632,10,15,0.667,10,26,36,2,0,7,3,18,34,0,,sarrol01
480,Jamaree Bouyea,24,2TM,PG,9,0,95,10,11.7,0.679,0.286,0.321,0.036,0.036,0.321,0.625,0.222,1,1,0.444,1,0,0,0,,1,0,28,0.357,1,9,0.111,9,19,0.474,0.375,0,0,,3,16,19,11,1,0,9,10,21,0,,bouyeja01
481,Josh Minott,21,MIN,SF,32,0,91,17,9.1,0.722,0.444,0.278,0,0,0.278,0.625,0.3,,,0.615,1,0.139,4,0.3,0.333,0,0,36,0.472,4,10,0.4,13,26,0.5,0.528,12,14,0.857,4,13,17,8,5,5,2,10,50,0,,minotjo01
482,Chris Livingston,20,MIL,SF,21,0,90,11,7.9,0.773,0.545,0.227,0,0,0.227,0.667,0.4,,,0.5,1,0.045,1,0.6,0.333,0,0,22,0.5,1,5,0.2,10,17,0.588,0.523,3,4,0.75,3,18,21,5,2,0,5,15,26,0,,livinch01
483,Cole Swider,24,MIA,SF,18,0,87,15,22.1,0.211,0.079,0.053,0.026,0.053,0.789,1,0,1,0.5,0.8,1,0.053,2,0.267,0.5,0,0,38,0.395,10,30,0.333,5,8,0.625,0.526,2,2,1,1,6,7,5,1,1,8,4,42,0,,swideco01
484,Terquavion Smith,21,PHI,PG,16,0,84,18,18.2,0.385,0.192,0.115,0,0.077,0.615,0.6,0,,0.5,0.5,1,0.154,2,0.25,0.5,0,0,46,0.391,13,35,0.371,5,11,0.455,0.533,3,5,0.6,0,4,4,12,8,0,7,8,52,0,,smithte01
485,Buddy Boeheim,24,DET,SF,10,0,84,9,21.1,0.239,0.174,0.022,0.022,0.022,0.761,0.625,0,0,0,0.2,0.846,0.043,2,0.086,0.333,0,0,29,0.31,8,25,0.32,1,4,0.25,0.448,8,10,0.8,3,7,10,3,0,1,0,5,34,0,,boehebu01
486,Admiral Schofield,26,ORL,PF,23,0,84,10,23.9,0.138,0.034,0.034,0.034,0.034,0.862,0,0,1,0,1,1,0,0,0.2,0.2,0,0,26,0.385,6,16,0.375,4,10,0.4,0.5,0,2,0,3,14,17,7,1,0,5,9,26,0,,schofad01
487,Jordan Walsh,19,BOS,SF,9,1,83,6,16.1,0.4,0.267,0.133,0,0,0.6,0.75,0.5,,,0.75,1,0.333,4,0.444,0,0,0,15,0.4,2,9,0.222,4,6,0.667,0.467,1,2,0.5,5,15,20,5,5,1,3,11,15,0,,walshjo01
488,James Bouknight,23,CHO,SG,14,0,81,18,15.5,0.485,0.242,0.212,0,0.03,0.515,0.75,0.429,,0,1,1,0.061,2,0.235,0,0,0,41,0.439,13,30,0.433,5,11,0.455,0.598,1,2,0.5,1,8,9,6,1,1,2,3,50,0,,bouknja01
489,Jerome Robinson,26,GSW,SG,22,0,81,11,20.2,0.268,0.171,0.049,0.024,0.024,0.732,0.714,0,0,0,0.4,0.538,0.024,1,0.233,0.286,0,0,33,0.333,2,17,0.118,9,16,0.563,0.364,7,11,0.636,1,5,6,5,1,3,2,5,31,0,,robinje01
490,Wenyen Gabriel,26,MEM,PF,5,0,81,8,8.6,0.727,0.545,0.091,0.091,0,0.273,0.5,0.5,0,,0.714,1,0.136,2,0.5,0.333,0,0,22,0.364,1,6,0.167,7,16,0.438,0.386,0,5,0,7,18,25,3,2,2,8,10,17,0,,gabriwe01
491,Ryan Rollins,21,2TM,PG,13,0,78,14,12.8,0.852,0.296,0.333,0.222,0,0.148,0.75,0.333,0.333,,0.091,0.667,0,0,0.25,1,0,0,27,0.519,3,4,0.75,11,23,0.478,0.574,13,17,0.765,2,11,13,14,10,3,8,8,44,0,,rolliry01
492,R.J. Hampton,22,MIA,PG,8,2,76,4,17,0.429,0.143,0.143,0.143,0,0.571,0.5,0.5,0.5,,0.333,1,0,0,0.375,0,0,0,14,0.286,1,8,0.125,3,6,0.5,0.321,1,2,0.5,2,4,6,8,0,0,3,8,10,0,,hamptrj01
493,Nate Hinton,24,HOU,SG,15,0,75,11,13,0.667,0.222,0.167,0.222,0.056,0.333,1,0.667,0.75,0,0.556,,0.056,1,0.333,0,0,0,26,0.423,7,14,0.5,4,12,0.333,0.558,4,5,0.8,7,15,22,10,3,2,3,11,33,0,,hintona01
494,Wendell Moore Jr.,22,MIN,SG,25,0,75,9,16,0.462,0.269,0.115,0,0.077,0.538,0.429,0.333,,0,0.25,0.714,0,0,0.143,0,0,0,18,0.5,0,6,0,9,12,0.75,0.5,0,0,,0,12,12,6,5,1,4,5,18,0,,moorewe01
495,Mouhamed Gueye,21,ATL,PF,6,0,73,8,11.6,0.609,0.348,0.217,0.043,0,0.391,0.5,0.2,0,,1,1,0.174,3,0.444,0,0,0,23,0.348,3,9,0.333,5,14,0.357,0.413,5,6,0.833,10,12,22,4,5,4,1,13,24,0,,gueyemo02
496,Isaiah Mobley,24,CLE,PF,10,0,72,10,12.3,0.583,0.375,0.167,0.042,0,0.417,0.778,0,0,,0.429,1,0.083,2,0.4,0.25,0,0,24,0.417,3,10,0.3,7,14,0.5,0.479,0,1,0,3,7,10,6,2,0,2,6,23,0,,mobleis01
497,Boban Marjanović,35,HOU,C,14,0,71,18,6.7,0.941,0.294,0.529,0.088,0.029,0.059,0.9,0.444,0.333,0,0.722,,0.206,7,0,,0,0,34,0.529,0,2,0,18,32,0.563,0.529,9,14,0.643,7,25,32,6,1,2,5,5,45,0,,marjabo01
498,Jason Preston,24,UTA,PG,7,0,71,6,9.9,0.842,0.105,0.579,0.158,0,0.158,0.5,0.273,0.667,,0.333,,0,0,0.333,0,0,0,19,0.316,0,3,0,6,16,0.375,0.316,0,0,,6,11,17,16,2,1,2,3,12,0,,prestja01
499,Jett Howard,20,ORL,SF,18,0,67,10,23.7,0.167,0.033,0.067,0.033,0.033,0.833,0,1,1,0,1,0.714,0,0,0.08,0,0,0,30,0.333,7,25,0.28,3,5,0.6,0.45,2,4,0.5,1,6,7,6,2,2,3,4,29,0,,howarje01
500,Kobi Simmons,26,TOR,PG,4,0,67,9,13.1,0.619,0.286,0.19,0.095,0.048,0.381,0.5,0.5,1,0,0.429,1,0.048,1,0.5,0,0,0,21,0.429,2,8,0.25,7,13,0.538,0.476,0,0,,1,6,7,12,6,2,1,5,20,0,,simmoko01
501,Adama Sanogo,21,CHI,PF,9,0,66,14,7.7,0.813,0.438,0.313,0.063,0,0.188,0.286,0.2,1,,0.5,1,0.063,1,0.333,1,0,0,27,0.519,0,0,,14,27,0.519,0.519,8,12,0.667,19,17,36,0,1,0,5,5,36,0,,sanogad01
502,Keyontae Johnson,23,OKC,SF,9,0,66,5,3.1,1,0.556,0.407,0.037,0,0,0.667,0.273,1,,0.5,,0,0,,,0,0,16,0.313,1,3,0.333,4,13,0.308,0.344,0,0,,4,6,10,4,1,0,4,5,11,0,,johnske08
503,Amari Bailey,19,CHO,PG,10,0,65,8,14.2,0.579,0,0.579,0,0,0.421,,0.455,,,0.8,1,0,0,0.625,0.4,0,0,24,0.333,1,8,0.125,7,16,0.438,0.354,6,7,0.857,6,3,9,7,3,0,4,2,23,0,,baileam01
504,Robin Lopez,35,MIL,C,16,2,65,7,13.5,0.667,0.333,0.042,0.167,0.125,0.333,0.5,1,0.25,0.333,0.286,1,0.125,2,0.125,1,0,0,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1,3,2,5,4,1,3,2,7,18,0,,lopezro01
505,Moussa Diabaté,22,LAC,C,11,0,64,10,3.2,1,0.579,0.368,0.053,0,0,0.727,0.286,0,,0.5,,0.316,4,,,0,0,19,0.526,0,0,,10,19,0.526,0.526,9,14,0.643,15,9,24,4,5,1,2,4,29,0,,diabamo01
506,Jack White,26,MEM,SF,4,0,64,2,17.1,0.375,0.25,0.063,0.063,0,0.625,0,0,0,,,1,0,0,0.2,0,0,0,16,0.125,2,10,0.2,0,6,0,0.188,0,0,,4,8,12,1,4,1,2,3,6,0,,whiteja03
507,Kendall Brown,20,IND,SG,15,0,63,8,7,0.867,0.4,0.333,0.133,0,0.133,0.667,0.8,0,,0.75,,0.2,3,0.5,0,0,0,15,0.533,0,2,0,8,13,0.615,0.533,5,8,0.625,3,2,5,5,0,0,2,9,21,0,,brownke03
508,Ish Wainright,29,2TM,SF,11,0,62,7,21.7,0.167,0,0.125,0.042,0,0.833,,0,0,,,1,0,0,0.25,0.6,0,0,24,0.292,7,20,0.35,0,4,0,0.438,2,2,1,3,11,14,1,4,1,2,8,23,0,,wainris01
509,Keon Johnson,21,BRK,SG,5,0,61,8,17.5,0.524,0.19,0.095,0.048,0.19,0.476,0.5,0.5,0,0.25,0.75,1,0.048,1,0.1,1,0,0,21,0.381,4,10,0.4,4,11,0.364,0.476,11,12,0.917,3,4,7,3,3,1,5,5,31,0,,johnske07
510,Braxton Key,26,DEN,SF,20,0,60,7,10.2,0.706,0.412,0.235,0,0.059,0.294,0.429,0.25,,1,1,1,0,0,0.2,0,0,0,17,0.412,2,5,0.4,5,12,0.417,0.471,6,8,0.75,3,15,18,9,2,1,1,5,22,0,,keybr01
511,Jermaine Samuels,25,HOU,SF,14,0,60,9,5.6,0.857,0.5,0.357,0,0,0.143,0.857,0.6,,,0.556,,0.071,1,1,0,0,0,14,0.643,0,2,0,9,12,0.75,0.643,2,2,1,3,10,13,3,1,2,0,5,20,0,,samueje01
512,Colin Castleton,23,LAL,C,16,0,59,9,3.6,1,0.5,0.438,0.063,0,0,0.625,0.429,1,,0.667,,0.188,3,,,0,0,16,0.563,0,0,,9,16,0.563,0.563,6,6,1,6,6,12,3,2,0,3,11,24,0,,castlco01
513,TyTy Washington Jr.,22,MIL,PG,11,0,56,6,17.5,0.7,0.05,0.2,0.1,0.35,0.3,1,0.25,0.5,0.143,0.5,1,0,0,0.167,1,0,0,20,0.3,2,6,0.333,4,14,0.286,0.35,0,0,,1,4,5,5,3,0,2,1,14,0,,washity02
514,Dereon Seabron,23,NOP,SG,6,0,55,4,7.9,0.846,0.385,0.231,0.231,0,0.154,0.4,0,0.333,,0,1,0,0,0.5,0,0,0,13,0.308,1,2,0.5,3,11,0.273,0.346,5,6,0.833,1,6,7,5,2,1,0,4,14,0,,seabrde01
515,Juan Toscano-Anderson,30,SAC,SF,11,0,53,3,9.7,0.667,0.417,0.25,0,0,0.333,0.4,0,,,1,1,0.083,1,0.75,0.333,0,0,12,0.25,1,4,0.25,2,8,0.25,0.292,0,0,,4,10,14,4,1,1,2,11,7,0,,toscaju01
516,Leonard Miller,20,MIN,SF,17,0,52,13,10.5,0.75,0.45,0.1,0.1,0.1,0.25,0.778,0.5,0.5,1,0.636,1,0,0,0.4,0.5,0,0,20,0.65,2,5,0.4,11,15,0.733,0.7,1,2,0.5,5,15,20,8,2,1,1,5,29,0,,millele01
517,Seth Lundy,23,ATL,SF,9,0,52,4,21.1,0.235,0.059,0.118,0,0.059,0.765,0,0,,1,1,1,0,0,0.308,0.25,0,0,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14,0,,lundyse01
518,David Duke Jr.,24,SAS,SG,4,0,51,10,12.6,0.667,0.333,0.167,0.056,0.111,0.333,0.833,0.333,0,0.5,0.714,1,0,0,0.333,0.5,0,0,18,0.556,3,6,0.5,7,12,0.583,0.639,3,3,1,2,8,10,5,2,0,3,4,26,0,,dukeda01
519,Daishen Nix,21,MIN,PG,15,0,50,9,19.3,0.292,0.083,0.208,0,0,0.708,1,0.2,,,0.333,0.667,0.042,1,0.176,0,0,0,24,0.375,6,17,0.353,3,7,0.429,0.5,3,6,0.5,1,2,3,6,5,0,5,2,27,0,,nixda01
520,Jay Huff,25,DEN,C,20,0,49,9,16.8,0.4,0.267,0.133,0,0,0.6,1,1,,,1,1,0.067,1,0,,0,0,15,0.6,3,9,0.333,6,6,1,0.7,2,2,1,2,9,11,2,2,3,1,9,23,0,,huffja01
521,Hunter Tyson,23,DEN,PF,18,0,48,8,20.9,0.3,0.1,0.05,0.05,0.1,0.7,0.5,1,0,1,1,1,0.05,1,0.071,1,0,0,20,0.4,4,14,0.286,4,6,0.667,0.5,0,0,,1,8,9,2,1,0,2,10,20,0,,tysonhu01
522,James Johnson,36,IND,PF,9,0,47,3,11.1,0.8,0.2,0.4,0.2,0,0.2,1,0.25,0,,0.333,,0.2,2,0,,0,0,10,0.3,0,2,0,3,8,0.375,0.3,2,2,1,1,3,4,8,5,1,5,9,8,0,,johnsja01
523,DaQuan Jeffries,26,NYK,SG,17,0,46,6,18.1,0.412,0.059,0.176,0.176,0,0.588,1,0.667,0.333,,1,1,0,0,0.4,0.25,0,0,17,0.353,2,10,0.2,4,7,0.571,0.412,0,2,0,0,5,5,5,0,1,3,2,14,0,,jeffrda01
524,Ryan Arcidiacono,29,NYK,PG,20,0,45,0,26.3,0,0,0,0,0,1,,,,,,,0,0,0,,0,0,6,0,0,6,0,0,0,,0,0,0,,0,8,8,4,2,0,2,5,0,0,,arcidry01
525,Frank Ntilikina,25,CHO,PG,5,0,43,1,24.2,0.111,0,0,0,0.111,0.889,,,,0,,1,0,0,0.375,0,0,0,9,0.111,1,8,0.125,0,1,0,0.167,2,2,1,1,5,6,4,0,0,1,4,5,0,,ntilila01
526,Oscar Tshiebwe,24,IND,PF,8,0,42,10,5,1,0.35,0.55,0,0.1,0,0.571,0.455,,0.5,0.8,,0.1,2,,,0,0,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26,0,,tshieos01
